0, 0, temperature, 10.215066114349607
0, 0, intensityofuse, 5.258656634355803
0, 0, environment, 20.738404353868226
0, 0, condition, 0.0
0, 0, sensor1data, 0.0
0, 0, productionvolume, 0.0
0, 0, treatment, 0.0
0, 0, cumumulativeproduction, 0.0
0, 1, temperature, 10.233741228377054
0, 1, intensityofuse, 4.482679139557997
0, 1, environment, 20.333221860230815
0, 1, condition, 67.68615442941326
0, 1, sensor1data, 119.90994684444122
0, 1, productionvolume, 3864.6276911411733
0, 1, treatment, 0.0
0, 1, cumumulativeproduction, 3864.6276911411733
0, 2, temperature, 8.21528694671205
0, 2, intensityofuse, 3.5102745355418223
0, 2, environment, 20.855654112348542
0, 2, condition, 156.11599211730274
0, 2, sensor1data, 153.6038820635466
0, 2, productionvolume, 3478.4219818816705
0, 2, treatment, 1.0
0, 2, cumumulativeproduction, 7343.049673022844
0, 3, temperature, 12.293736081674222
0, 3, intensityofuse, 6.346955124569179
0, 3, environment, 17.02416845960001
0, 3, condition, 213.45758935366334
0, 3, sensor1data, 200.48946006507967
0, 3, productionvolume, 3288.4828085800423
0, 3, treatment, 0.0
0, 3, cumumulativeproduction, 10631.532481602886
0, 4, temperature, 11.673239753560255
0, 4, intensityofuse, 4.108141119263047
0, 4, environment, 21.065756590800312
0, 4, condition, 301.1502580203969
0, 4, sensor1data, 319.0370917463705
0, 4, productionvolume, 2925.00937619075
0, 4, treatment, 1.0
0, 4, cumumulativeproduction, 13556.541857793636
0, 5, temperature, 8.133382884667155
0, 5, intensityofuse, 6.652284077099846
0, 5, environment, 23.202746239959055
0, 5, condition, 397.18090712249614
0, 5, sensor1data, 381.17051418801253
0, 5, productionvolume, 2594.8836175996
0, 5, treatment, 0.0
0, 5, cumumulativeproduction, 16151.425475393236
0, 6, temperature, 9.399385600614483
0, 6, intensityofuse, 4.397015817779689
0, 6, environment, 18.950430069535948
0, 6, condition, 504.9775569129181
0, 6, sensor1data, 530.8762676638964
0, 6, productionvolume, 2135.0311506793014
0, 6, treatment, 1.0
0, 6, cumumulativeproduction, 18286.456626072537
0, 7, temperature, 9.30997116492852
0, 7, intensityofuse, 5.183018869852314
0, 7, environment, 19.650807861364402
0, 7, condition, 558.6875823414625
0, 7, sensor1data, 539.4790760809389
0, 7, productionvolume, 1911.8136448130474
0, 7, treatment, 0.0
0, 7, cumumulativeproduction, 20198.270270885583
0, 8, temperature, 10.620102605496742
0, 8, intensityofuse, 3.8739750688909247
0, 8, environment, 19.143675118910725
0, 8, condition, 645.1528653998613
0, 8, sensor1data, 636.1173764408849
0, 8, productionvolume, 1587.5048763012528
0, 8, treatment, 1.0
0, 8, cumumulativeproduction, 21785.775147186836
0, 9, temperature, 9.646482338678027
0, 9, intensityofuse, 4.711013721628597
0, 9, environment, 20.252097202371868
0, 9, condition, 754.3146176794357
0, 9, sensor1data, 744.4704423053832
0, 9, productionvolume, 1102.4239666168914
0, 9, treatment, 1.0
0, 9, cumumulativeproduction, 22888.19911380373
1, 0, temperature, 10.215066114349607
1, 0, intensityofuse, 5.258656634355803
1, 0, environment, 20.738404353868226
1, 0, condition, 0.0
1, 0, sensor1data, 0.0
1, 0, productionvolume, 0.0
1, 0, treatment, 0.0
1, 0, cumumulativeproduction, 0.0
1, 1, temperature, 10.233741228377054
1, 1, intensityofuse, 4.482679139557997
1, 1, environment, 20.333221860230815
1, 1, condition, 88.03160370516677
1, 1, sensor1data, 58.34542620073893
1, 1, productionvolume, 3823.9367925896668
1, 1, treatment, 0.0
1, 1, cumumulativeproduction, 3823.9367925896668
1, 2, temperature, 8.21528694671205
1, 2, intensityofuse, 3.5102745355418223
1, 2, environment, 20.855654112348542
1, 2, condition, 162.2618628425124
1, 2, sensor1data, 161.49684421669713
1, 2, productionvolume, 3481.382815969546
1, 2, treatment, 1.0
1, 2, cumumulativeproduction, 7305.319608559213
1, 3, temperature, 12.293736081674222
1, 3, intensityofuse, 6.346955124569179
1, 3, environment, 17.02416845960001
1, 3, condition, 230.09809530562876
1, 3, sensor1data, 224.31173984690707
1, 3, productionvolume, 3235.670899426843
1, 3, treatment, 0.0
1, 3, cumumulativeproduction, 10540.990507986055
1, 4, temperature, 11.673239753560255
1, 4, intensityofuse, 4.108141119263047
1, 4, environment, 21.065756590800312
1, 4, condition, 283.0310432601679
1, 4, sensor1data, 262.75849885897014
1, 4, productionvolume, 3010.489103100206
1, 4, treatment, 1.0
