caseNumber,steps,temperature,intensityOfUse,humidity,degradationState,degradationAfterTreatment,productionVolume,treatment,cumulativeProduction
0,0,15.722599902237175,14.955937181969547,27.913326441326934,0.0,-109.22544460582553,1800.0,1,1800.0
0,1,-0.8109011423861343,3.2652201108278334,6.179233194272465,108.41248932573878,,1978.3175021348522,0,3778.3175021348525
0,2,8.073228768898122,12.096982388410034,22.384092740093664,250.60918353415508,,1949.8781632931689,0,5728.195665428021
0,3,12.965259753497524,10.190682067851888,19.857891049029277,94.67435022097716,-224.2246172812392,1782.9586169602242,1,7511.1542823882455
0,4,5.99232239428955,7.123482596846827,16.92283838839053,204.92463128739385,,1959.015073742521,0,9470.169356130766
0,5,6.390186250748527,7.003142099559016,11.969714777980727,297.95865213638393,,1940.4082695727234,0,11410.57762570349
0,6,13.483850154923989,4.842934115085149,20.441532272367002,147.04911776609782,-211.64770852543916,1773.5311588021023,1,13184.108784505592
0,7,10.52761005280198,7.3101352061796625,22.517794918287407,13.437553608869068,-204.08132967380348,1797.5812403504035,1,14981.690024855996
0,8,12.424608158106905,8.796115566657361,24.968797848146494,0.0,-107.0189504213443,1800.0,1,16781.690024855994
0,9,8.644021687590847,6.327277178611536,17.954238787570127,59.09933149763001,,1988.1801337004742,0,18769.87015855647
0,10,22.964197493340315,16.45394152004611,27.117651613255603,0.0,-151.15632810173202,1800.0,1,20569.87015855647
0,11,17.07527051828479,10.601793668969748,26.117982577865718,0.0,-168.61813553947061,1800.0,1,22369.87015855647
0,12,7.68041816132076,10.059513490961137,25.05508890187778,0.0,-13.496763830265044,1800.0,1,24169.87015855647
0,13,15.581538431907195,7.080197878690851,16.417134774336084,83.55205236191368,,1983.2895895276172,0,26153.159748084086
0,14,13.226570437001996,8.828516738714463,15.678959044988954,0.0,-185.8311752439297,1800.0,1,27953.159748084086
0,15,15.5638148799055,9.348864115218946,22.209046005865385,0.0,-85.92272198890018,1800.0,1,29753.159748084086
0,16,8.037752924300676,9.082148970772609,23.407277670793476,48.07270863899035,,1990.385458272202,0,31743.545206356288
0,17,21.307011132189807,12.589255374681368,27.890093225856084,32.132059306406234,-244.2937841552622,1794.216229324847,1,33537.76143568114
0,18,15.415227696854279,14.368296061602457,25.462863686185713,0.0,-159.3452067804466,1800.0,1,35337.76143568114
0,19,-0.34592473943374635,10.071243863349213,22.66847073016366,0.0,-33.24110280954456,1800.0,1,37137.76143568114
0,20,10.688489502950246,12.23904249554688,12.133632087177752,0.0,-96.98497918778598,1800.0,2,38937.76143568114
0,21,12.607415596614567,11.27620591314545,20.479454205348883,0.0,-62.695451300966965,1800.0,2,40737.76143568114
0,22,0.4063660764227066,5.371556973538861,17.76183643973994,0.0,-53.47034001295315,1800.0,2,42537.76143568114
0,23,18.652461648557576,10.765917389327894,19.717238645533957,0.0,-96.31396461819357,1800.0,2,44337.76143568114
0,24,5.906811852524587,6.313768122576455,27.945284368006977,0.0,-69.50313824870193,1800.0,2,46137.76143568114
0,25,10.647497688560286,4.77581844826432,15.586148645798637,0.0,-141.28842089120707,1800.0,1,47937.76143568114
0,26,6.123300102350504,10.282448672331274,20.037299338149822,57.81115827447625,,1988.4377683451048,0,49926.19920402624
0,27,16.989405616987575,13.552286079315666,17.827502603543817,0.0,-127.507595003383,1800.0,1,51726.19920402624
0,28,11.008276160305808,9.728918932970037,23.46101076733576,49.33614393357943,,1990.1327712132843,0,53716.331975239525
0,29,2.715439830174195,12.091849132670244,20.36740395822433,0.0,-140.0456964471376,1800.0,1,55516.331975239525
0,30,14.729916895853673,7.00885955614657,16.828029397358144,77.44602491816288,,1984.5107950163674,0,57500.84277025589
0,31,8.256047429298093,7.988515957481849,20.352736654539985,0.0,-182.80152463302502,1800.0,1,59300.84277025589
0,32,13.398579462185161,11.085214885466984,17.85329191882415,48.21754435664485,,1990.3564911286712,0,61291.199261384565
0,33,9.395710979159,7.532020145708833,20.213387938371376,0.0,-119.30656515654516,1800.0,1,63091.199261384565
0,34,19.089046347113793,4.568705800527661,12.362254133564463,133.0450089503798,,1973.3909982099242,0,65064.590259594486
0,35,-2.643615841854885,7.328165962836069,20.235083633574963,237.436817492984,,1952.5126365014032,0,67017.1028960959
0,36,12.9360970740846,15.23017431242188,19.071918074907764,102.69751968601656,-212.88790077413955,1781.5144464565171,1,68798.6173425524
0,37,9.168381720041772,9.412354495061518,11.226122891832825,57.480360091440375,-177.8161813211358,1789.6535351835407,1,70588.27087773595
0,38,10.51692101442551,10.997504772102035,26.28775443888648,0.0,-199.0702427860936,1800.0,1,72388.27087773595
0,39,15.050791375853972,7.719505125645537,11.07074808358516,0.0,-37.45487901662719,1800.0,1,74188.27087773595
0,40,8.74229748919135,3.4762919299795465,17.8195311094737,0.0,-71.93777566778668,1800.0,1,75988.27087773595
0,41,11.847480677873811,9.676483419307026,12.134440271738919,101.2520914691272,,1979.7495817061747,0,77968.02045944212
0,42,8.450399014367441,6.15262658447565,24.33628626691997,0.0,-146.78262872420544,1800.0,1,79768.02045944212
0,43,6.423819457347734,8.814375100863286,18.065354929196783,0.0,-128.2104957793536,1800.0,1,81568.02045944212
0,44,5.3714068443563905,10.328344942592048,19.610203368016222,91.61646851935899,,1981.6767062961285,0,83549.69716573825
0,45,17.069409481617676,8.044481912973911,10.375904922947383,0.0,-207.58433471369582,1800.0,1,85349.69716573825
0,46,7.081227043456446,13.384519683462226,24.794275715812347,104.50134745014084,,1979.0997305099718,0,87328.79689624823
0,47,11.249611117096315,7.756637366190635,15.354166741826603,0.0,-184.32657269326987,1800.0,1,89128.79689624823
0,48,9.335139398920708,8.009864795116215,18.455110157077918,20.62056120822751,,1995.8758877583543,0,91124.67278400657
0,49,13.668683723667508,11.830979363434635,27.402050225184155,0.0,-113.87608001520766,1800.0,1,92924.67278400657
1,0,10.60272539898785,12.496029023961933,23.90861711582451,0.0,-108.53977184585717,1800.0,1,1800.0
1,1,14.021236555143368,10.373263374489472,18.37206153659167,0.0,-139.46168798918004,1800.0,1,3600.0
1,2,13.756418232715307,7.648293783401555,18.5566882562859,0.0,-127.57620604791526,1800.0,1,5400.0
1,3,-2.9462432466465494,4.238506375527561,20.487693728059856,111.24713540304172,,1977.7505729193917,0,7377.750572919392
1,4,12.541314028196538,8.009861864667982,22.05830477522717,0.0,-147.85183004719076,1800.0,1,9177.75057291939
1,5,10.07095300668357,6.2928274974072895,12.71676203539213,86.44150825065292,,1982.7116983498695,0,11160.462271269262
1,6,3.368434613884415,6.245994409789674,14.534506765984172,185.18882642611493,,1962.9622347147772,0,13123.424505984038
1,7,6.283685065197741,2.6699538947816004,20.161402507974334,110.07647628605946,-213.9226528099046,1780.1862342685095,1,14903.610740252549
1,8,14.285989484634179,6.564549572368423,9.336014553304356,202.40293083889637,,1959.5194138322208,0,16863.130154084767
1,9,12.266897477363038,8.042688694636253,21.500010668835802,120.77540968765814,-197.66056605087292,1778.2604262562215,1,18641.39058034099
1,10,13.38053675916391,10.095284521348345,21.094342858338162,248.15695252929092,,1950.368609494142,0,20591.75918983513
1,11,2.544052889946377,3.6311872332411745,16.537279615032197,284.49317582114855,,1943.1013648357703,0,22534.860554670904
1,12,8.435153912361763,12.090581159192663,24.938143437534602,408.97533778983853,,1918.2049324420325,0,24453.065487112934
1,13,15.114799422472352,8.949099403133449,24.90410838031505,259.9598319849957,-200.6304060088703,1753.207230242701,1,26206.272717355634
1,14,12.445155778823313,4.833057132639357,18.62020757435329,382.81073423845055,,1923.43785315231,0,28129.710570507945
1,15,9.640200809720511,9.051421324854003,18.154721215161516,216.0952825761589,-236.2291855224078,1761.1028491362918,1,29890.813419644237
1,16,17.443744731259816,15.942161575961345,22.62232631609944,152.00940840611082,-183.6515618489119,1772.6383064869,1,31663.451726131138
1,17,8.230034442715167,5.1754486324881155,18.329633889585985,12.60035764271823,-245.03221212900172,1797.7319356243108,1,33461.18366175545
1,18,7.446486495313954,8.512794834491393,23.054974537902215,0.0,-69.48564167634643,1800.0,1,35261.18366175545
1,19,11.301266162149716,10.040056055724628,22.75725643757383,53.281802903926724,,1989.3436394192145,0,37250.52730117466
1,20,9.39327928288995,11.193963702146842,20.501279528937054,0.0,-100.98668621322211,1800.0,2,39050.52730117466
1,21,2.899468682996976,10.224690883176558,27.201410338989163,0.0,-180.59837985932688,1800.0,2,40850.52730117466
1,22,18.751607848546023,8.196014014014482,22.108933056251526,0.0,-89.11043982421049,1800.0,2,42650.52730117466
1,23,17.18652040641045,13.05823709379193,27.019653403344563,0.0,-72.95963173716092,1800.0,2,44450.52730117466
